name,labels,review_text,categories
Pao Jao Dumpling House,positive,best,korean
Seoul Soondae House Two,positive,work,korean
Seoul Soondae House Two,positive,friendly,korean
Plaza Mandarin House,positive,fast,"chinese,gourmet,korean"
Plaza Mandarin House,positive,worth,"chinese,gourmet,korean"
Plaza Mandarin House,positive,great,"chinese,gourmet,korean"
Bab Han Kki. One Bite. Pioneer Chicken,negative,baffling,"food_court,korean,chickenshop"
PLAZA HANSHIK,positive,happy,korean
PLAZA HANSHIK,positive,best,korean
Tonkatsu House,positive,right,korean
Tonkatsu House,positive,best,korean
Tonkatsu House,negative,picky,korean
Koreatown Plaza Food Corner,positive,like,"korean,food_court,panasian"
Koreatown Plaza Food Corner,positive,soft,"korean,food_court,panasian"
Koreatown Plaza Food Corner,positive,horrendous,"korean,food_court,panasian"
H Mart - Koreatown Plaza,positive,obnoxious,"korean,seafoodmarkets,intlgrocery"
H Mart - Koreatown Plaza,positive,best,"korean,seafoodmarkets,intlgrocery"
H Mart - Koreatown Plaza,positive,damn,"korean,seafoodmarkets,intlgrocery"
Gamja Bawi,positive,pretty,korean
Gamja Bawi,positive,good,korean
Chungwa Kall Gook,positive,enough,korean
Chungwa Kall Gook,positive,great,korean
Pho 2000,positive,well,vietnamese
Pho 2000,positive,excited,vietnamese
Pho 2000,positive,well,vietnamese
Meshuga 4 Sushi,positive,good,"kosher,sushi,japanese"
Meshuga 4 Sushi,negative,cold,"kosher,sushi,japanese"
Meshuga 4 Sushi,negative,spacious,"kosher,sushi,japanese"
Crab House,positive,right,"korean,seafood,raw_food"
Crab House,positive,nice,"korean,seafood,raw_food"
Crab House,positive,gems,"korean,seafood,raw_food"
Lenny's Casita,positive,hot,"kosher,mexican"
Lenny's Casita,negative,good,"kosher,mexican"
Lenny's Casita,positive,affordable,"kosher,mexican"
Got Kosher? Bakery & Deli,positive,like,"kosher,pretzels,mediterranean"
Got Kosher? Bakery & Deli,negative,recommended,"kosher,pretzels,mediterranean"
Got Kosher? Bakery & Deli,positive,thank,"kosher,pretzels,mediterranean"
Harissa Restaurant,positive,horrible,"mediterranean,kosher,french"
Harissa Restaurant,positive,terrible,"mediterranean,kosher,french"
Sushiko,positive,glad,"sushi,kosher,japanese"
Sushiko,positive,well,"sushi,kosher,japanese"
Sushiko,positive,pretty,"sushi,kosher,japanese"
Shalom Grill,positive,pretty,"kosher,burgers,mediterranean"
Shalom Grill,positive,good,"kosher,burgers,mediterranean"
Shalom Grill,positive,generous,"kosher,burgers,mediterranean"
Melanee Thai,positive,glad,thai
Melanee Thai,positive,good,thai
Melanee Thai,positive,tender,thai
Signorelli's Pizzeria,positive,glad,"pizza,italian"
Signorelli's Pizzeria,negative,favorite,"pizza,italian"
Signorelli's Pizzeria,positive,glamorous,"pizza,italian"
Kolah Farangi,positive,bad,"chinese,persian,kosher"
Kolah Farangi,negative,ready,"chinese,persian,kosher"
Kolah Farangi,positive,solid,"chinese,persian,kosher"
Fu's Palace,positive,classic,chinese
Fu's Palace,positive,super,chinese
Fu's Palace,positive,liked,chinese
Yen Sushi & Sake Bar,positive,pan,"sushi,japanese,asianfusion"
Yen Sushi & Sake Bar,negative,fried,"sushi,japanese,asianfusion"
Haifa Restaurant,positive,good,"mideastern,kosher,mediterranean"
Haifa Restaurant,positive,pig,"mideastern,kosher,mediterranean"
Ong Ga Nae Korean BBQ,positive,wow,"korean,bbq"
Ong Ga Nae Korean BBQ,positive,woo,"korean,bbq"
Ong Ga Nae Korean BBQ,positive,woo,"korean,bbq"
Kang Nam Restaurant,positive,flashy,"korean,sushi,bbq"
Kang Nam Restaurant,positive,negative,"korean,sushi,bbq"
Kang Nam Restaurant,negative,negative,"korean,sushi,bbq"
Awoolim,positive,nasty,korean
Awoolim,positive,famous,korean
Awoolim,positive,hot,korean
Mamilla,positive,clear,"mediterranean,kosher"
Mamilla,positive,love,"mediterranean,kosher"
Mary & Robb's Westwood Cafe,positive,top,"tradamerican,breakfast_brunch"
Mary & Robb's Westwood Cafe,positive,like,"tradamerican,breakfast_brunch"
Mary & Robb's Westwood Cafe,positive,like,"tradamerican,breakfast_brunch"
Soban,positive,like,"korean,soup,seafood"
Soban,negative,problem,"korean,soup,seafood"
Pizzabilities,negative,great,"pizza,mexican"
Pizzabilities,positive,variety,"pizza,mexican"
Pizzabilities,negative,love,"pizza,mexican"
Twin Dragon Chinese Restaurant,positive,like,chinese
Twin Dragon Chinese Restaurant,negative,like,chinese
Twin Dragon Chinese Restaurant,positive,fresh,chinese
LA Burger Bar,positive,flaky,"burgers,kosher,tradamerican"
LA Burger Bar,positive,soft,"burgers,kosher,tradamerican"
Vespaio,positive,top,"italian,pizza,wine_bars"
Vespaio,positive,favorite,"italian,pizza,wine_bars"
Sun Ha Jang,negative,fried,"korean,bbq"
Sun Ha Jang,positive,top,"korean,bbq"
Sun Ha Jang,positive,glad,"korean,bbq"
Yong Su San,positive,pricier,korean
Yong Su San,negative,appealing,korean
Yong Su San,negative,fabulous,korean
Olympic Noodle,positive,wonderful,"korean,noodles,soup"
Olympic Noodle,positive,horrible,"korean,noodles,soup"
Olympic Noodle,positive,comfort,"korean,noodles,soup"
Nuka Cafe,positive,cold,"turkish,mediterranean,coffee"
Nuka Cafe,positive,love,"turkish,mediterranean,coffee"
Nuka Cafe,positive,affordable,"turkish,mediterranean,coffee"
Parks 2 Go,positive,easy,"bbq,korean"
Parks 2 Go,positive,convenient,"bbq,korean"
Parks 2 Go,positive,affordable,"bbq,korean"
Ham Kyung DO,negative,loved,korean
Ham Kyung DO,positive,love,korean
Ham Kyung DO,positive,love,korean
Hanbang Boyangtang,positive,great,korean
Hanbang Boyangtang,negative,great,korean
Hanbang Boyangtang,positive,belated,korean
Bulrocho Korean Restaurant,positive,friendly,korean
Bulrocho Korean Restaurant,positive,good,korean
Bulrocho Korean Restaurant,positive,pricey,korean
Park's BBQ,negative,fun,"bbq,korean"
Park's BBQ,positive,like,"bbq,korean"
Park's BBQ,negative,freedom,"bbq,korean"
Da Jeong Korean Cuisine,positive,favorite,korean
Da Jeong Korean Cuisine,positive,great,korean
Feng Mao Lamb Kebab - Olympic,positive,fast,"chinese,korean,bbq"
Feng Mao Lamb Kebab - Olympic,positive,faster,"chinese,korean,bbq"
Feng Mao Lamb Kebab - Olympic,positive,likes,"chinese,korean,bbq"
Kyoto Hibachi,positive,like,"japanese,foodtrucks"
Kyoto Hibachi,positive,nice,"japanese,foodtrucks"
Frescura Tropical Alfredo's Fruit Cart,positive,disgusting,"foodtrucks,mexican,markets"
The Dragon Restaurant,positive,like,"chinese,desserts,seafood"
The Dragon Restaurant,positive,good,"chinese,desserts,seafood"
Sinulang All Kelang,positive,best,"korean,noodles"
Sinulang All Kelang,positive,wow,"korean,noodles"
Sinulang All Kelang,positive,better,"korean,noodles"
Trimana,positive,modern,"tradamerican,breakfast_brunch,sandwiches"
Trimana,negative,consistent,"tradamerican,breakfast_brunch,sandwiches"
Mariscos King Fish,positive,pride,mexican
La Tropicana Fruit & Juices,positive,authentic,"juicebars,mexican"
La Tropicana Fruit & Juices,negative,fried,"juicebars,mexican"
La Tropicana Fruit & Juices,positive,delicious,"juicebars,mexican"
Ktown Pho,positive,authentic,"vietnamese,soup,salad"
Ktown Pho,positive,excellent,"vietnamese,soup,salad"
Ktown Pho,positive,friendly,"vietnamese,soup,salad"
La Salsa,positive,great,mexican
La Salsa,negative,amazing,mexican
La Salsa,negative,fairly,mexican
Border Grill Downtown LA,positive,nice,"mexican,breakfast_brunch"
Border Grill Downtown LA,positive,sad,"mexican,breakfast_brunch"
Cilantro Fresh Mexican Grill,positive,fast,mexican
Olympic Cafe - House of Breakfast,positive,like,"breakfast_brunch,coffee,tradamerican"
Olympic Cafe - House of Breakfast,positive,free,"breakfast_brunch,coffee,tradamerican"
Olympic Cafe - House of Breakfast,positive,recommend,"breakfast_brunch,coffee,tradamerican"
Sung Shogun,negative,bad,japanese
Sung Shogun,positive,rude,japanese
Sung Shogun,positive,safe,japanese
SYTK Sullungtang,positive,good,korean
SYTK Sullungtang,positive,unbelievable,korean
SYTK Sullungtang,positive,bad,korean
Yoshinoya - Olympic,positive,waste,japanese
Yoshinoya - Olympic,negative,sucks,japanese
Yoshinoya - Olympic,negative,friendly,japanese
Pho 2000 Restaurant,positive,easy,"vietnamese,asianfusion"
Pho 2000 Restaurant,negative,expensive,"vietnamese,asianfusion"
Pho 2000 Restaurant,positive,love,"vietnamese,asianfusion"
Sanya,positive,smell,"korean,bbq"
Sanya,negative,good,"korean,bbq"
Sanya,negative,like,"korean,bbq"
Times Square Cafe,positive,understandable,"cafeteria,tradamerican,pizza"
Jang An Restaurant,positive,nice,korean
Jang An Restaurant,negative,love,korean
Jang An Restaurant,positive,best,korean
Hite Kwang-Jang,positive,cold,"bars,korean,chicken_wings"
Hite Kwang-Jang,positive,love,"bars,korean,chicken_wings"
Hite Kwang-Jang,positive,like,"bars,korean,chicken_wings"
Asian Box,negative,solid,"asianfusion,vietnamese"
Asian Box,positive,downhill,"asianfusion,vietnamese"
Asian Box,positive,better,"asianfusion,vietnamese"
Myung In Dumplings,positive,loved,"korean,gourmet"
Myung In Dumplings,positive,rude,"korean,gourmet"
Myung In Dumplings,positive,wrong,"korean,gourmet"
Ham Hung Restaurant,positive,wrong,"korean,soup,noodles"
Ham Hung Restaurant,positive,horrible,"korean,soup,noodles"
Ham Hung Restaurant,positive,better,"korean,soup,noodles"
Panda Hut,negative,pretty,chinese
Panda Hut,negative,enough,chinese
Panda Hut,negative,great,chinese
Olive Branch,positive,fried,mediterranean
Olive Branch,positive,like,mediterranean
Shin Beijing,negative,nice,chinese
Shin Beijing,positive,horrible,chinese
Shin Beijing,positive,skinny,chinese
El Pollo Loco,positive,horrible,"hotdogs,mexican"
El Pollo Loco,negative,super,"hotdogs,mexican"
El Pollo Loco,negative,stingy,"hotdogs,mexican"
Surawon Tofu House,positive,clean,"korean,soup"
Surawon Tofu House,positive,fast,"korean,soup"
Surawon Tofu House,positive,nice,"korean,soup"
CheoGaJib Chicken,positive,struggled,"chickenshop,chicken_wings,korean"
CheoGaJib Chicken,positive,dull,"chickenshop,chicken_wings,korean"
Firenza Pizza,positive,worst,"pizza,salad,italian"
Firenza Pizza,positive,wasting,"pizza,salad,italian"
Firenza Pizza,negative,shocked,"pizza,salad,italian"
Yuchun,positive,love,"korean,soup,noodles"
Yuchun,positive,worse,"korean,soup,noodles"
Yuchun,negative,worse,"korean,soup,noodles"
Papa's Chicken,positive,excellent,"chicken_wings,korean,tradamerican"
Papa's Chicken,positive,best,"chicken_wings,korean,tradamerican"
Papa's Chicken,positive,pretty,"chicken_wings,korean,tradamerican"
Gam Ja Gol,positive,versatile,korean
Gam Ja Gol,positive,satisfy,korean
East West Cafe,negative,appreciated,"vietnamese,coffee"
Wakana Sushi,positive,fresh,"japanese,sushi"
Wakana Sushi,positive,best,"japanese,sushi"
Wakana Sushi,positive,great,"japanese,sushi"
Get Bbul,positive,impossible,"korean,seafood,bbq"
Get Bbul,negative,authentic,"korean,seafood,bbq"
Jook Hyang,positive,happy,"korean,soup,seafood"
Jook Hyang,positive,pig,"korean,soup,seafood"
Jook Hyang,negative,easier,"korean,soup,seafood"
Noe Restaurant and Bar,positive,dim,"bars,french,musicvenues"
Noe Restaurant and Bar,positive,die,"bars,french,musicvenues"
Moobongri Soondae 1,positive,bad,korean
Moobongri Soondae 1,positive,like,korean
Moobongri Soondae 1,negative,like,korean
Northgate Market,positive,enjoyed,"grocery,bakeries,mexican"
Northgate Market,positive,like,"grocery,bakeries,mexican"
Northgate Market,negative,fast,"grocery,bakeries,mexican"
TGI Korean BBQ,negative,enough,"korean,bbq,asianfusion"
TGI Korean BBQ,positive,pretty,"korean,bbq,asianfusion"
TGI Korean BBQ,positive,better,"korean,bbq,asianfusion"
Yangmani,positive,golden,"korean,bbq"
Yangmani,positive,upset,"korean,bbq"
The Shabu,positive,better,"hotpot,noodles,korean"
Wako Donkasu,positive,favorite,"korean,japanese"
Wako Donkasu,negative,super,"korean,japanese"
Wako Donkasu,negative,favorite,"korean,japanese"
Redwood,positive,great,"tradamerican,fishnchips,cocktailbars"
Redwood,negative,pretty,"tradamerican,fishnchips,cocktailbars"
Redwood,negative,good,"tradamerican,fishnchips,cocktailbars"
Ichiban of Tokyo,positive,broken,japanese
Ichiban of Tokyo,positive,hard,japanese
Ichiban of Tokyo,negative,negative,japanese
10k+ Restaurant,negative,recommendations,korean
10k+ Restaurant,negative,love,korean
Cilantro Fresh Mexican Grill,positive,good,mexican
Northgate Market,positive,great,"grocery,bakeries,mexican"
Sbarro,negative,fried,"italian,pizza"
Sbarro,negative,good,"italian,pizza"
Sbarro,negative,favorite,"italian,pizza"
Miari Noodle House,positive,authentic,"korean,noodles,soup"
Miari Noodle House,positive,friendly,"korean,noodles,soup"
Miari Noodle House,positive,popular,"korean,noodles,soup"
GOT PAELLA,positive,liked,"foodtrucks,spanish,seafood"
GOT PAELLA,positive,popular,"foodtrucks,spanish,seafood"
GOT PAELLA,positive,prefer,"foodtrucks,spanish,seafood"
Young King,positive,good,"chinese,korean,seafood"
Young King,positive,best,"chinese,korean,seafood"
Young King,negative,great,"chinese,korean,seafood"
Jeon Ju Restaurant,positive,cleanest,korean
Jeon Ju Restaurant,positive,fried,korean
Jeon Ju Restaurant,negative,fried,korean
Yooni Table,positive,like,korean
Yooni Table,positive,great,korean
Yooni Table,positive,delicious,korean
Sushi Kiss,positive,beautiful,"sushi,japanese"
Sushi Kiss,positive,loved,"sushi,japanese"
Sushi Kiss,positive,amazing,"sushi,japanese"
Pan Holic,positive,incredible,"chinese,korean,noodles"
Pan Holic,negative,great,"chinese,korean,noodles"
Pan Holic,negative,super,"chinese,korean,noodles"
Jin Su Sung Chan,positive,healthy,korean
Jin Su Sung Chan,positive,bright,korean
Jin Su Sung Chan,positive,excited,korean
Hodori Restaurant,negative,hot,"korean,comfortfood,soup"
Hodori Restaurant,positive,healthy,"korean,comfortfood,soup"
Hodori Restaurant,positive,good,"korean,comfortfood,soup"
China Bowl Express & Young Hawaiian Barbeque,positive,hype,hawaiian
China Bowl Express & Young Hawaiian Barbeque,positive,amazing,hawaiian
Guelaguetza Restaurante,positive,great,mexican
Guelaguetza Restaurante,negative,amazing,mexican
Guelaguetza Restaurante,positive,amazing,mexican
Pho Oh Love,positive,authentic,"vietnamese,noodles"
Pho Oh Love,positive,recommend,"vietnamese,noodles"
Pho Oh Love,positive,fairly,"vietnamese,noodles"
Sonsoo Kitchen,positive,comfort,"korean,fooddeliveryservices"
Mapo Chicken,positive,like,korean
Mapo Chicken,positive,lacking,korean
Mapo Chicken,positive,nicely,korean
Kae Sung Market,positive,like,korean
Kae Sung Market,positive,fast,korean
Kae Sung Market,positive,good,korean
Angelo's Pasta & Grill,positive,warned,"italian,pastashops"
Angelo's Pasta & Grill,positive,pretty,"italian,pastashops"
Angelo's Pasta & Grill,positive,authentic,"italian,pastashops"
Jong Won Paik's Noodle House,positive,fried,"korean,noodles"
Jong Won Paik's Noodle House,positive,pretty,"korean,noodles"
Jong Won Paik's Noodle House,positive,love,"korean,noodles"
Belly BombZ Wings Truck & Catering,positive,hot,"chicken_wings,foodtrucks,korean"
Belly BombZ Wings Truck & Catering,negative,sweet,"chicken_wings,foodtrucks,korean"
Belly BombZ Wings Truck & Catering,negative,free,"chicken_wings,foodtrucks,korean"
PHO 111,positive,fine,vietnamese
PHO 111,negative,fantastic,vietnamese
PHO 111,positive,great,vietnamese
Galleria Tonkatsu,positive,authentic,korean
Galleria Tonkatsu,positive,fair,korean
Galleria Tonkatsu,positive,best,korean
Hong Kong Banjum,negative,giddy,chinese
Hong Kong Banjum,positive,excitement,chinese
Hong Kong Banjum,positive,good,chinese
K'Grill Korean Cuisine,positive,excited,"korean,hotdogs"
K'Grill Korean Cuisine,positive,beautiful,"korean,hotdogs"
Bongsoongahakdang,positive,authentic,korean
Bongsoongahakdang,negative,pan,korean
Bongsoongahakdang,positive,fried,korean
Witch's Chicken,positive,best,"korean,chickenshop"
Witch's Chicken,positive,pan,"korean,chickenshop"
Witch's Chicken,positive,fried,"korean,chickenshop"
Baro Gimbap,positive,like,"korean,japanese"
Baro Gimbap,positive,best,"korean,japanese"
Baro Gimbap,positive,well,"korean,japanese"
Jook Hyang 2,positive,wrong,korean
Jook Hyang 2,positive,heaven,korean
Hong Kong Banjum,positive,wonderful,"korean,chinese"
Hong Kong Banjum,positive,terrific,"korean,chinese"
Hong Kong Banjum,positive,sweet,"korean,chinese"
New Seoul Hotel Restaurant,positive,die,korean
Kabob Express Fusion Truck,positive,good,"mediterranean,mexican,foodstands"
Kabob Express Fusion Truck,positive,ignore,"mediterranean,mexican,foodstands"
Kabob Express Fusion Truck,negative,annoying,"mediterranean,mexican,foodstands"
Jang Choong Dong JokBal,positive,disappointed,korean
Jang Choong Dong JokBal,positive,delicious,korean
Jang Choong Dong JokBal,positive,tender,korean
Chosun Galbee,positive,love,"korean,bbq,cocktailbars"
Chosun Galbee,negative,good,"korean,bbq,cocktailbars"
Chosun Galbee,negative,pretty,"korean,bbq,cocktailbars"
Food Picnic Day,positive,nice,"food_court,korean"
Food Picnic Day,positive,enough,"food_court,korean"
Food Picnic Day,negative,recommendations,"food_court,korean"
Noodle Plus,positive,great,"korean,noodles"
Noodle Plus,positive,hot,"korean,noodles"
Noodle Plus,positive,friendly,"korean,noodles"
Kang Leung Jip,negative,great,korean
Kang Leung Jip,negative,like,korean
Olympic Burger,positive,love,"burgers,tradamerican,hotdogs"
Olympic Burger,positive,friendly,"burgers,tradamerican,hotdogs"
Mandarin Garden Restaurant,positive,good,chinese
Mandarin Garden Restaurant,negative,glad,chinese
Pho 21,negative,hot,vietnamese
Pho 21,negative,glad,vietnamese
Yeol Cha U Dong,positive,bomb,"chinese,korean"
Yeol Cha U Dong,positive,hot,"chinese,korean"
Yanusa,positive,hot,"japanese,korean"
Yanusa,positive,hot,"japanese,korean"
Yanusa,positive,friendly,"japanese,korean"
Peking Dumpling,positive,amazing,"chinese,gourmet"
Peking Dumpling,negative,great,"chinese,gourmet"
Peking Dumpling,positive,wow,"chinese,gourmet"
Olympic Cheonggukjang,positive,bad,"korean,comfortfood,soup"
Olympic Cheonggukjang,positive,good,"korean,comfortfood,soup"
Olympic Cheonggukjang,positive,excellent,"korean,comfortfood,soup"
Vegana Mexicana Street Food,positive,classic,"fooddeliveryservices,mexican"
Menudo Doña Juana,positive,lemon,"fooddeliveryservices,mexican"
Tacos El Compa,positive,great,"mexican,streetvendors"
Tacos El Compa,negative,cheap,"mexican,streetvendors"
Tacos El Compa,negative,fast,"mexican,streetvendors"
Taco Saas,positive,loved,"mexican,foodtrucks"
Xpress Halal,negative,pretty,"foodtrucks,halal,mediterranean"
Panda Express,positive,authentic,"chinese,hotdogs"
Panda Express,positive,excited,"chinese,hotdogs"
Panda Express,positive,enjoy,"chinese,hotdogs"
Jung Won Paik's Noodle House,positive,fried,"chinese,noodles,korean"
Jung Won Paik's Noodle House,positive,top,"chinese,noodles,korean"
George's Greek Grill,positive,willing,"greek,mideastern,mediterranean"
George's Greek Grill,positive,well,"greek,mideastern,mediterranean"
George's Greek Grill,negative,ghetto,"greek,mideastern,mediterranean"
Heritage kitchen food truck,positive,enjoy,"tradamerican,foodtrucks"
Heritage kitchen food truck,positive,like,"tradamerican,foodtrucks"
La Strada Cafe,negative,thank,mexican
Krungsri Thai Food,positive,good,thai
Krungsri Thai Food,positive,dilemma,thai
Krungsri Thai Food,positive,recommend,thai
Korean Food Cafe,negative,hot,korean
Pez Cantina,negative,hard,"seafood,mexican,bars"
Pez Cantina,negative,love,"seafood,mexican,bars"
Pez Cantina,positive,important,"seafood,mexican,bars"
My 5 Angels,positive,good,"foodstands,mexican"
My 5 Angels,negative,nice,"foodstands,mexican"
Weiland's Brewery Underground,positive,clean,"tradamerican,bars"
Weiland's Brewery Underground,positive,reliable,"tradamerican,bars"
Weiland's Brewery Underground,negative,favorite,"tradamerican,bars"
Slices,positive,hard,"pizza,salad,italian"
Slices,positive,fat,"pizza,salad,italian"
Asiago Grilled Cheese,positive,affordable,"tradamerican,sandwiches"
Asiago Grilled Cheese,negative,amazingly,"tradamerican,sandwiches"
Asiago Grilled Cheese,negative,delicious,"tradamerican,sandwiches"
Cilantro Mexican Grill,positive,warm,mexican
Cilantro Mexican Grill,negative,favorite,mexican
Señor Fish,positive,good,"mexican,seafood"
Señor Fish,positive,fat,"mexican,seafood"
Señor Fish,negative,love,"mexican,seafood"
DRAGO Centro,positive,good,italian
DRAGO Centro,positive,love,italian
Chinese Street Food,positive,sweet,"foodtrucks,chinese"
Chinese Street Food,positive,sweet,"foodtrucks,chinese"
Chinese Street Food,positive,jarring,"foodtrucks,chinese"
Tomo Sushi & Teriyaki,positive,like,"japanese,sushi,desserts"
Tomo Sushi & Teriyaki,negative,available,"japanese,sushi,desserts"
Tomo Sushi & Teriyaki,negative,bad,"japanese,sushi,desserts"
Ssam Korean BBQ,positive,excellent,"korean,bbq"
Ssam Korean BBQ,negative,good,"korean,bbq"
Ssam Korean BBQ,positive,bad,"korean,bbq"
Rincon Taurino,negative,favor,mexican
Rincon Taurino,positive,better,mexican
Rincon Taurino,positive,good,mexican
Little Spring Roll & Bowl,positive,like,"sushi,japanese,korean"
Little Spring Roll & Bowl,positive,love,"sushi,japanese,korean"
Birrieria Tlaquepaque,positive,good,mexican
Birrieria Tlaquepaque,positive,helping,mexican
71 Above,negative,recommended,"tradamerican,cocktailbars"
71 Above,positive,gem,"tradamerican,cocktailbars"
71 Above,positive,right,"tradamerican,cocktailbars"
Rico's Tacos,positive,best,"tacos,korean"
Shiku,positive,best,korean
Shiku,positive,lemon,korean
Shiku,positive,fantastic,korean
Ongpin Express,positive,reluctant,chinese
Corazon LA,positive,fantastic,"foodtrucks,mexican"
Corazon LA,negative,damn,"foodtrucks,mexican"
Corazon LA,positive,great,"foodtrucks,mexican"
Trimana,positive,smiling,"tradamerican,sandwiches"
Trimana,positive,dark,"tradamerican,sandwiches"
Trimana,negative,rude,"tradamerican,sandwiches"
Dalia Cocina Mexicana,positive,clearly,mexican
Dalia Cocina Mexicana,positive,cozy,mexican
Bok Bok Chicken,positive,best,"mediterranean,lebanese,armenian"
Bok Bok Chicken,negative,like,"mediterranean,lebanese,armenian"
Bok Bok Chicken,positive,worse,"mediterranean,lebanese,armenian"
El Pollo Loco,positive,free,"hotdogs,mexican"
El Pollo Loco,positive,amazing,"hotdogs,mexican"
El Pollo Loco,negative,amazing,"hotdogs,mexican"
Villa Moreliana,positive,comforting,mexican
Villa Moreliana,positive,worth,mexican
Bento Ya,positive,great,japanese
Bento Ya,positive,works,japanese
Azay,positive,great,"japanese,french"
Azay,positive,chaos,"japanese,french"
Azay,positive,frustration,"japanese,french"
Lucky Bird,positive,authentic,"tradamerican,chickenshop,newamerican"
Lucky Bird,positive,lucky,"tradamerican,chickenshop,newamerican"
RIKE,positive,enough,japanese
RIKE,positive,fried,japanese
Sticky Rice,negative,like,thai
Sticky Rice,positive,fantastic,thai
Sticky Rice,positive,incredible,thai
La Tostaderia,negative,consistently,"seafood,mexican"
La Tostaderia,positive,good,"seafood,mexican"
La Tostaderia,positive,scrambled,"seafood,mexican"
Jose Chiquito,positive,enjoyable,"mexican,breakfast_brunch,sandwiches"
Jose Chiquito,positive,best,"mexican,breakfast_brunch,sandwiches"
Jose Chiquito,negative,authentic,"mexican,breakfast_brunch,sandwiches"
Tacos Tumbras a Tomas,positive,delicious,mexican
Tacos Tumbras a Tomas,positive,perfect,mexican
Tacos Tumbras a Tomas,negative,hot,mexican
Thai Fresh Cafe,positive,like,"thai,soup,noodles"
Thai Fresh Cafe,positive,like,"thai,soup,noodles"
Thai Fresh Cafe,positive,terrible,"thai,soup,noodles"
Dha Rae Ok,positive,worried,korean
Dha Rae Ok,positive,support,korean
Dha Rae Ok,negative,like,korean
Panda Express,negative,delicious,"chinese,hotdogs"
Panda Express,positive,wow,"chinese,hotdogs"
Knead noods Pasta Bar,positive,great,"pastashops,italian,sandwiches"
Knead noods Pasta Bar,positive,delicious,"pastashops,italian,sandwiches"
China Cafe,positive,great,chinese
China Cafe,positive,great,chinese
China Cafe,negative,mushy,chinese
Roast To Go,positive,best,mexican
Sticky Rice on Wheels,positive,love,"foodtrucks,thai"
Sticky Rice on Wheels,positive,great,"foodtrucks,thai"
Sticky Rice on Wheels,positive,delicious,"foodtrucks,thai"
Teriyaki King,positive,super,japanese
T Equals Fish,positive,good,"seafood,korean,izakaya"
T Equals Fish,positive,glad,"seafood,korean,izakaya"
T Equals Fish,positive,fortunately,"seafood,korean,izakaya"
Wi Korean BBQ,positive,super,"korean,bbq"
Wi Korean BBQ,positive,nice,"korean,bbq"
Jin China Bistro,positive,generous,"chinese,korean,chicken_wings"
Jin China Bistro,positive,best,"chinese,korean,chicken_wings"
Jin China Bistro,positive,recommend,"chinese,korean,chicken_wings"
Taquizas Gilberto,positive,authentic,mexican
Taquizas Gilberto,positive,love,mexican
Taquizas Gilberto,negative,good,mexican
Beer Garden Fu Ga,positive,fat,"japanese,beergardens"
El Cholo,positive,fresh,"mexican,cocktailbars"
El Cholo,positive,happy,"mexican,cocktailbars"
El Cholo,negative,top,"mexican,cocktailbars"
Roll Spot,positive,hot,"japanese,sushi,juicebars"
Roll Spot,positive,perfect,"japanese,sushi,juicebars"
Roll Spot,positive,favorite,"japanese,sushi,juicebars"
KABUTO,positive,fresh,"japanese,chickenshop,chicken_wings"
KABUTO,positive,enjoyed,"japanese,chickenshop,chicken_wings"
Torigoya,positive,gem,"japanese,bbq,chickenshop"
Torigoya,positive,work,"japanese,bbq,chickenshop"
Torigoya,negative,fairly,"japanese,bbq,chickenshop"
Kushi Shabu,positive,cute,"japanese,hotpot"
Kushi Shabu,positive,favorite,"japanese,hotpot"
Kushi Shabu,negative,liked,"japanese,hotpot"
Mitsuru Sushi & Grill,positive,fresh,"japanese,sushi,comfortfood"
Mitsuru Sushi & Grill,negative,happy,"japanese,sushi,comfortfood"
Mitsuru Sushi & Grill,positive,pleasantly,"japanese,sushi,comfortfood"
Gyuichi Restaurant,positive,classic,japanese
Rice & Nori,negative,super,"japanese,desserts,coffee"
Rice & Nori,positive,super,"japanese,desserts,coffee"
Rice & Nori,positive,enough,"japanese,desserts,coffee"
Maccheroni Republic,positive,favorite,"italian,wine_bars"
Maccheroni Republic,positive,authentic,"italian,wine_bars"
Maccheroni Republic,positive,hot,"italian,wine_bars"
Kalbi Gogo,negative,terrible,korean
Panda Express,positive,top,"hotdogs,chinese"
Panda Express,negative,affordable,"hotdogs,chinese"
Marugame Monzo,negative,clean,"japanese,noodles,asianfusion"
Marugame Monzo,positive,great,"japanese,noodles,asianfusion"
Marugame Monzo,positive,nice,"japanese,noodles,asianfusion"
Taco Bell,positive,incredible,"hotdogs,mexican"
Taco Bell,positive,pretty,"hotdogs,mexican"
Paraiso Restaurant,negative,solid,mexican
Paraiso Restaurant,negative,amazing,mexican
Korea BBQ House,positive,popular,"korean,bbq,beerbar"
Korea BBQ House,negative,friendly,"korean,bbq,beerbar"
Takami Sushi & Robata,negative,annoyed,"sushi,japanese,seafood"
Takami Sushi & Robata,positive,generous,"sushi,japanese,seafood"
Takami Sushi & Robata,positive,sharp,"sushi,japanese,seafood"
Japanese Restaurant Assn of Southern California,positive,best,japanese
Japanese Restaurant Assn of Southern California,positive,good,japanese
Sushi Enya - Los Angeles,positive,stumbled,"japanese,sushi"
Sushi Enya - Los Angeles,positive,love,"japanese,sushi"
Sushi Enya - Los Angeles,positive,happy,"japanese,sushi"
Precinct,positive,negative,"gaybars,danceclubs,tradamerican"
Precinct,positive,poorly,"gaybars,danceclubs,tradamerican"
